record_id,event_time,region,channel,amount_str,notes
R00032,2025-10-08T09:42:22Z,A2,Phone,-C1 123.45,adj=+1.61%; items=1; flag=S; fee=+28.11
R00266,2025-08-04T06:24:39Z,A3,phone	,"CR 127,53 C2 ",flag=S; items=2; fee=+21.64; adj=+3.02%
R00210,2025-12-30T06:11:28Z,A1,web,"62,04 C2",adj=+1.56%; items=2; fee=+10.20
R00163,2025-11-15T17:46:20Z,A3,email,81.57,adj=-3.24%; items=12
R00054,2025-10-08T11:40:00Z,A2,phone,(155.41),items=2; adj=-2.62%; waive=true; flag=U
R00123,2025-11-13T02:58:38Z,A4,email,113.15 C1,adj=-16.39%; WaIvE=true; items=0; flag=R
R00254,2025-10-26T18:33:09Z,A3,Phone,"143,73 C2",fee=-31.56; waive=true; items=50; adj=-0.30%
R00058,2025-09-20T22:20:00Z,A7, phone ,82.56,items=50; flag=S; fee=-27.59
R00145,2025-10-15T15:36:00Z,A2,web,C1194.28,items=1; fee=-23.94; adj=-5.34%
R00051,,A4,email, C1 80.92,fee=+104.43; items=3; waive=true
R00209,2025-02-11T16:37:00Z,A8,PHONE,60 CR,fee=+20.82; flag=R; adj=-1.61%; items=1
R00158,2025-12-19T06:46:31Z,A2,email,99C2,items=6; adj=+24.42%; flag=U
R00002,2025-11-20T09:30:00Z,A8,email,C1 1.000,items=1; fee=-27.83; adj=+12.08%; flag=T
R00015,2025-10-17T00:00:00Z,A2,PHONE,84.41 C1,flag=R; fee=+16.63; adj=-5.85%; items=3
R00134,,A3,app,C1 64.89 ,flag=U; adj=-10.76%; fee=+18.01; items=1
R00044,2025-09-05T12:37:58Z,A6,phone,"139,51 C2",flag=S; fee=-25.56; items=5; adj=-21.91%
R00108,,A1,phone,44.17 C1,fee=-5.24; flag=U; items=5; adj=+9.53%
R00086,2025-10-17T16:47:00Z,A6,web,"137,60 C2 CR",items=8; adj=+10.89%; flag=N; fee=-4.04
R00100,2025-09-14T06:16:00Z,A4,phone,102,fee=+0.41; flag=S; adj=+15.13%; items=1
R00240,2025-11-20T07:17:41Z,A6,email,"127,48 C2",adj=+1.47%; flag=T; WAIVE=TRUE; items=2
R00245,2025-10-24T21:06:36Z,A2,app,C1 102.94 CR,flag=S; items=4; adj=+5.03%; fee=+13.58
R00224,,A2,Phone,138,fee=-23.86; items=0; adj=-10.20%
R00270,2025-12-28T01:21:08Z,A3,phone	,"C1 70,72",adj=-7.70%; items=3; fee=+21.36; flag=N
R00190,2025-09-21T15:41:00Z,A8,email,"(279,26 C2)",adj=+13.37%; fee=+16.50; items=25
R00042,2025-08-15T15:40:00Z,A1,phone,C1 261.84,items=10; flag=T; adj=-6.55%
R00298,2025-12-08T23:08:00Z,A6,Phone,65.99 C1,flag=U; adj=+9.30%; fee=+26.46
R00178,2025-10-11T14:35:17Z,A2,phone	,"286,60 C2",items=4; adj=+5.35%; WAIVE=TRUE; flag=R; fee=-3.42
R00234,2025-08-10T19:57:11Z,A7,web,34.52,fee=-18.77; items=12; adj=-1.13%
R00186,2025-11-06T15:37:00Z,A8,phone,C1 72.35,flag=S; adj=-0.10%; fee=+36.77; items=3
R00008,2025-11-11T02:30:00Z,A1,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00226,2025-08-11T00:50:13Z,A8,PHONE,"141,08 C2",fee=+13.78; adj=-7.25%; WaIvE=true; flag=R; items=3
R00168,,A1,PHONE,53) ,flag=T; adj=-12.83%; items=50; fee=-2.81
R00144,2025-08-25T21:41:00Z,A3,app,123.02 C1,items=1; flag=S; adj=-5.19%
R00054,2025-12-23T21:44:00Z,A2,app,122 . 91 C1,flag=N; fee=+30.51; adj=+15.91%
R00282,2025-10-09T09:03:03Z,A4,phone	,58.74 C1 ,flag=U; fee=-26.79; adj=-2.35%; items=50
R00219,2025-10-05T00:00:00Z,A8, phone ,85.90 C2,fee=-32.88; flag=U; items=10; WAIVE=TRUE; adj=-9.73%
R00229,2025-08-07T01:27:04Z,A2,phone, 97,fee=+26.07; adj=-8.63%; items=50
R00189,,A1,Phone,(-85.417),items=3; WAIVE=TRUE; flag=U; fee=-7.67
R00035,2025-08-11T00:00:00Z,A6,Phone,"154,41C2",adj=-5.17%; fee=+18.80; items=50
R00190,2025-10-01T09:19:02Z,A2,phone	,"C1 111,44)",WAIVE=TRUE; items=3; fee=-29.07; adj=-15.39%
R00139,2025-11-14T12:08:18Z,A8,email,C1 65.03 ,fee=+12.86; adj=+4.27%; items=4
R00075,2025-09-02T00:00:00Z,A7, phone ,(C1 110.68,fee=-30.83; items=8; adj=+11.49%
R00093,2025-09-01T20:11:00Z,A3,phone	,"76,30 C2",fee=+15.14; items=0; flag=N; adj=-1.88%
R00284,2025-08-02T06:03:00Z,A6,web,(C1 58.61),adj=-0.78%; flag=T; fee=+5.60; items=1
R00005,2025-12-18T18:45:00Z,A2,web,-C1 999.99,flag=U; adj=+1.60%; items=50
R00289,2025-09-19T10:14:00Z,A6,phone,251.91 ,items=8; fee=-10.93; adj=-10.28%
R00118,2025-09-23T15:08:00Z,A4,email,71.35 C1,items=8; flag=R; adj=-15.32%
R00245,2025-08-18T07:48:38Z,A2,web,80.847 ,flag=U; items=10; adj=+6.79%; fee=+16.12
R00162,2025-10-23T03:31:43Z,A4,Phone,,fee=+26.88; items=50; adj=+8.79%; flag=U
R00106,2025-10-22T22:36:20Z,A6,web,,items=12; flag=T; fee=+14.79; adj=-14.94%
R00091,2025-09-03T01:35:06Z,A5,phone,"C1 1,234.56",items=10; flag=S; WAIVE=TRUE; fee=-43.90; adj=+3.42%
R00136,2025-10-29T20:47:00Z,A2,web,136.02 ,items=12; fee=+9.64; adj=-10.82%; flag=N
R00286,2025-11-04T13:14:00Z,A3,app,76.43 C1,adj=-4.86%; items=4; fee=-11.14
R00240,2025-03-11T08:46:00Z,A6,phone,C1 40.02,flag=R; items=1; adj=+1.29%; fee=-10.55
R00020,2025-11-06T08:00:00Z,A6,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00001,2025-09-26T02:32:00Z,A6,phone,(44.94 C1,flag=S; items=3; adj=+6.50%; WAIVE=TRUE; fee=-13.80
R00034,2025-11-10T00:00:00Z,A8,Phone,"106,88C2",
R00047,2025-10-18T19:44:00Z,A6,Phone,108.93,items=50; flag=T; adj=-15.10%; fee=-2.97
R00047,2025-10-05T23:16:00Z,A3,PHONE,"140 , 90 C2",
R00017,2025-12-27T17:41:42Z,A6,phone,"-104,91 C2",flag=N; adj=-14.23%; fee=+32.82; items=0
R00295,2025-07-11T07:25:00Z,A5, phone ,157.75 C1,adj=+9.88%; items=6; fee=+4.67; flag=U
R00212,2025-09-29T13:48:00Z,A7,phone	,C1 79.91,fee=+47.81; items=1; adj=-14.51%
R00001,2025-12-18T18:45:00Z,A3,web,"1,000 C2",adj=+13.07%; items=1; flag=N; fee=+4.92
R00095,2025-08-14T21:52:00Z,A8,phone,C1 58.81,fee=-42.69; flag=T; adj=+1.05%; items=8
R00287,2025-11-11T17:40:00Z,A7,PHONE,-C1 119.01,fee=-25.01; adj=+3.41%; flag=S; waive=true; items=0
R00116,2025-08-07T18:49:00Z,A2,phone	,181.96,flag=S; items=10; adj=+1.05%
R00274,2025-10-25T06:33:52Z,A2,phone,C1 199.45,items=0; adj=-9.32%; fee=+2.63
R00117,2025-08-09T18:49:00Z,A2,Phone,135.97,fee=+6.43; flag=N; items=2
R00123,2025-08-06T21:00:38Z,A5,web,C1 123.45 CR,flag=U; fee=-9.29; items=1; adj=+9.16%
R00057,2025-10-20T00:00:00Z,A6,PHONE,C1 217.77,items=50; adj=+12.46%; fee=-10.41
R00132,2025-08-01T00:00:00Z,A3,app,C1 128.97,adj=+6.16%; items=0
R00036,2025-10-04T09:03:00Z,A1,Phone,-249.59 C1,items=3; adj=-24.01%; fee=-12.38; flag=U
R00300,2025-10-25T18:51:35Z,A6,phone,C1 64.74,adj=-15.11%; fee=-4.69; items=5; WAIVE=TRUE
R00230,2025-08-19T04:28:00Z,A5,web,(144 . 98C1),items=50; fee=+20.75; adj=+0.28%
R00253,2025-08-30T01:01:00Z,A1,phone	,,items=12; adj=-2.57%; WAIVE=TRUE; fee=+3.61; flag=T
R00123,2025-09-12T17:38:42Z,A1,app,-C1 98.14,fee=-68.85; flag=U; adj=+14.68%; items=50
R00046,2025-10-30T19:17:15Z,A1,app,261 C2 ,items=1; adj=+10.77%; flag=U
R00101,2025-09-15T00:00:00Z,A2,phone,C1 123.45 CR,adj=+8.61%; flag=T; WAIVE=TRUE; items=1; fee=-32.79
R00206,2025-08-15T19:16:00Z,A4,app,"54,38 C2",flag=N; items=2; fee=-0.32
R00272,2025-02-10T06:10:00Z,A3,PHONE,"116,17 C2",fee=+9.10; items=5; adj=-5.00%; flag=T
R00201,2025-08-23T21:12:21Z,A5, phone ,C1 97.37,fee=+3.37; items=3; adj=+6.76%
R00192,,A8,phone,C1 112.12,fee=-30.25; items=0; adj=+11.55%
R00093,2025-09-16T16:01:29Z,A7,PHONE,,fee=-0.06; items=8
R00214,2025-08-31T04:46:00Z,A3, phone , (-176),fee=+35.09; adj=-10.22%; flag=U; items=1
R00154,2025-10-28T12:53:00Z,A7,PHONE,(385.91),items=10; adj=-5.40%
R00142,2025-08-21T18:42:41Z,A6, phone ,95,
R00278,2025-09-14T11:21:56Z,A5,PHONE,"1.234,56 C2",fee=+2.46; items=2; adj=-0.29%; flag=T
R00168,2025-08-04T12:11:00Z,A1,email,70,adj=+2.75%; flag=T; fee=-90.18; items=8
R00072,2025-10-03T00:00:00Z,A8,Phone,124.53,fee=-28.33; items=4; flag=U
R00211,2025-09-22T07:41:00Z,A2,phone,"124,12 C2 ",adj=-1.16%; fee=-21.96; flag=S; items=4
R00271,2025-09-19T11:09:00Z,A5,Phone,46.76,items=1; adj=+2.90%; fee=+5.60
R00090,,A1,Phone,C1 204 ,
R00222,2025-10-19T19:11:00Z,A7,app,C1 151.72,adj=-5.81%; flag=N; fee=-7.04; items=12
R00030,,A4,phone,89,fee=+10.86; items=50; adj=+6.95%
R00164,2025-09-01T08:41:10Z,A5,phone,158.299,fee=+4.66; items=2; flag=T; adj=-4.48%
R00024,2025-11-25T15:00:00Z,A6,web,,items=1; adj=+0.00%; fee=+0.00
R00244,2025-08-11T05:51:00Z,A7,web,168.887,fee=-13.57; items=2; adj=+15.22%
R00080,2025-09-18T00:00:00Z,A8, phone ,86.855,
R00231,2025-08-29T13:02:00Z,A1,PHONE,"78,59 C2",fee=-23.19; adj=+3.32%; items=50
R00263,2025-10-30T05:13:00Z,A4,email,"114,34 C2 ",flag=U; fee=-16.92; items=0; adj=-16.22%
R00237,2025-09-18T05:00:00Z,A5,PHONE,,items=6; fee=+1.36; adj=+5.16%
R00155,2025-10-23T00:00:00Z,A2,phone	," 99,50 C2",items=10; fee=+29.64; flag=S; adj=-16.97%
R00133,2025-08-26T07:16:36Z,A2,Phone,71.48 C2,items=5; fee=+12.80; adj=+6.65%
R00086,2025-10-10T23:21:00Z,A1,email,C1 37.27,adj=-8.75%; flag=S; items=6; fee=+3.36
R00190,2025-09-07T02:32:16Z,A5, phone ,C1 88.16 ,waive=true; items=25; fee=+5.51; adj=-1.32%
R00051,2025-08-11T09:14:08Z,A7,web,C1 111.19,adj=+7.76%; fee=-16.19; items=4
R00233,2025-10-14T19:46:18Z,A3,web,48.14C1,adj=-0.26%; items=2; flag=U
R00266,2025-08-12T16:50:07Z,A6,phone,CR C1 49 . 60,items=8; fee=-4.16; adj=-2.06%
R00187,2025-08-08T08:56:56Z,A4, phone ,149.243,fee=+13.86; items=3; flag=R
R00098,,A2,PHONE,"49,07 C2",fee=-41.98; adj=-12.80%; items=3
R00218,2025-11-14T00:00:00Z,A5,phone	,92.79,items=3; fee=-30.22; adj=+11.68%
R00221,2025-10-18T16:17:39Z,A7,app,"C1 83,43 ",adj=-10.54%; waive=true; items=3; flag=U; fee=-13.20
R00207,2025-11-01T04:17:00Z,A6,PHONE,C1 77.99,adj=+14.78%; fee=+13.52; flag=T; items=3
R00132,2025-11-07T00:16:23Z,A7,phone,12.345 C2,flag=R; items=5; fee=-14.40
R00137,,A2,PHONE,"82,29 C2",adj=+6.18%; items=50; fee=+16.38
R00109,2025-10-05T16:27:00Z,A2,phone,C180.83,flag=N; items=2; adj=-7.90%; fee=-0.29
R00242,2025-10-10T18:36:00Z,A8,PHONE,77.63C1,adj=+3.57%; flag=S; fee=-18.66; items=6
R00006,2025-07-11T19:42:00Z,A4,app,"C1 1,234.56",fee=-10.96; items=0; adj=+1.83%; flag=U; waive=true
R00283,2025-10-27T03:01:00Z,A2,web,"C1 12,345",fee=+22.52; adj=-5.04%; items=0
R00120,2025-11-06T09:39:00Z,A7,PHONE,,adj=+13.82%; flag=U; fee=-1.90; items=1
R00248,2025-08-23T19:00:08Z,A8,phone, 100.217,adj=+2.55%; fee=+4.39; flag=N
R00247,2025-08-06T04:15:00Z,A3,app,671.21 C2,adj=+0.28%; items=8; fee=-1.30
R00124,2025-11-08T01:41:00Z,A7,email,"89 , 05 C2",items=50; adj=+13.88%; flag=N; fee=+40.75
R00122,2025-08-30T01:32:00Z,A8,Phone,138.45 ,items=0; fee=-28.34; adj=+1.95%
R00285,2025-08-17T09:27:00Z,A6,phone	,187.59 C1,fee=-1.45; items=10; adj=-4.41%; flag=T
R00082,2025-10-25T00:00:00Z,A8,app,(-208.25),adj=-9.07%; fee=+25.65; WAIVE=TRUE
R00177,,A6, phone ,C1 194.33,fee=-2.47; adj=+0.24%; items=2; flag=R
R00196,2025-11-13T03:32:00Z,A2,Phone,111.18 C2,
R00209,2025-09-17T11:35:51Z,A8,email,128.71 C1,items=8; adj=-10.50%
R00153,2025-02-11T07:28:00Z,A2,email,116.20,adj=-3.24%; fee=+5.69; items=1
R00011,2025-09-07T01:13:22Z,A2,web,(48 C2),items=6; fee=-17.40; flag=N; adj=-10.83%
R00225,2025-11-23T02:04:04Z,A6,PHONE,"83,77 C2",adj=+3.71%; flag=R; fee=+6.41; items=6
R00084,2025-08-27T04:52:12Z,A2,Phone, 50.987,adj=+5.68%; fee=+3.79; items=12
R00189,,A5,phone	,83.971,fee=+15.58; adj=+4.96%; items=1; flag=S
R00236,2025-06-09T09:37:00Z,A1,web,(C1 227.36,flag=T; items=8; adj=+12.31%
R00207,2025-10-11T07:52:00Z,A4,web,"104,95 C2",fee=-32.11; adj=+3.26%; flag=U; items=3
R00181,2025-09-30T13:48:00Z,A3,email,43,adj=-11.53%; fee=+140.00; items=8
R00074,2025-08-25T06:59:16Z,A1,phone	,,items=50; adj=+9.93%; fee=-10.56
R00140,2025-08-19T10:10:23Z,A4,web,138.66,adj=+11.76%; fee=+24.39; flag=S; items=10
R00006,2025-08-05T23:45:45Z,A2,Phone,CR74,flag=N; WaIvE=true; adj=+7.98%; items=1
R00024,2025-10-31T14:45:52Z,A7,phone,,fee=+22.82; flag=S; adj=+0.62%; items=4; WAIVE=TRUE
R00056,2025-08-22T06:50:00Z,A5,PHONE, 327.09 C1,fee=+21.00; items=12; adj=-5.94%; flag=U
R00057,2025-11-03T23:46:00Z,A2,email,,adj=-3.80%; items=0; fee=+11.00
R00130,2025-09-28T12:08:00Z,A2,app,"C189,23",WaIvE=true; adj=+2.31%; items=0; fee=-15.06
R00021,2025-11-09T19:10:32Z,A1,phone	,93.45CR,adj=+5.76%; fee=+10.75; flag=S; items=3
R00038,2025-10-06T16:12:55Z,A5,PHONE,"181,90 C2)",fee=-32.57; adj=-4.69%; items=5
R00099,2025-09-25T05:36:28Z,A2,PHONE,"C1 83,05",fee=-31.67; flag=N; adj=+0.54%
R00094,2025-08-25T12:06:00Z,A4,phone, 83.74,fee=-18.94; flag=T; adj=+6.97%; items=1
R00102,2025-08-10T10:58:58Z,A3,phone	,,flag=S; fee=-11.20; adj=-11.14%; items=8
R00143,2025-11-03T00:00:00Z,A8,phone	,-C1 123.45,items=25; adj=+6.69%; fee=-29.24
R00279,,A1,PHONE,(-82.82),
R00040,2025-11-07T02:30:00Z,A5,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00270,2025-08-22T07:32:00Z,A3,Phone,C1 61,fee=-38.44; items=3; adj=-0.53%
R00294,2025-08-28T17:59:00Z,A6,app,101.809 ,fee=-11.42; adj=-4.33%
R00077,2025-10-20T19:06:00Z,A3,web,C1 233.63 ,fee=-11.98; adj=+16.23%; items=5
R00232,2025-08-21T01:48:00Z,A3,app,131.61 C1,items=2; adj=-13.98%
R00015,2025-10-12T23:18:00Z,A4,phone,C1 147.88,fee=-53.01; items=10; adj=+9.82%
R00237,2025-11-15T03:56:05Z,A2,PHONE,80.865,adj=+15.04%; items=6; fee=+24.80
R00160,2025-08-25T00:00:00Z,A3,phone	,98.61 C2,items=3; fee=-19.71; adj=-2.53%
R00283,2025-09-03T03:03:00Z,A2,phone	,108.65,fee=+1.12; adj=+3.15%; flag=R; items=1
R00183,2025-10-09T03:20:00Z,A1,phone,,adj=+10.11%; items=10; fee=+29.56; flag=T
R00278,2025-11-10T15:05:00Z,A1,phone,"145,50 C2",adj=-10.28%; items=8; fee=+35.89
R00068,2025-09-28T13:12:00Z,A2, phone ,137.65,fee=-7.55; items=25; flag=N; adj=+1.82%; WaIvE=true
R00172,2025-09-28T07:26:00Z,A8,phone	,C1 46.99,items=4; fee=+14.03; flag=T
R00172,2025-08-04T17:33:42Z,A3,web,127.05,items=5; adj=-15.52%; fee=-13.96
R00298,2025-08-28T00:00:00Z,A7,phone,-103.898,fee=+55.90; items=6
R00125,2025-09-21T00:00:00Z,A3,phone,329.85,fee=-18.04; adj=-17.60%; items=8
R00098,2025-10-06T20:39:00Z,A5,phone,,flag=U; fee=-27.52; adj=+2.25%; items=4
R00096,2025-10-29T00:53:00Z,A7,app, 290.275,flag=N; adj=-21.19%; fee=+14.26; items=1
R00222,2025-10-17T05:17:00Z,A4, phone ,,adj=+9.98%; WAIVE=TRUE; items=1
R00084,2025-11-14T01:13:00Z,A3,phone	,C1 124.63,items=12; fee=+17.44; adj=-1.50%; flag=T
R00265,2025-09-19T00:00:00Z,A7, phone ,(110.00 C1),adj=+9.41%; items=10; WAIVE=TRUE; fee=-31.06
R00116,2025-10-13T02:23:00Z,A4,Phone, 147.17 C1,adj=+6.30%; fee=+6.16; items=1
R00188,2025-09-09T23:39:37Z,A8, phone ,"60,13 C2",flag=S; adj=-1.14%; fee=-6.83; items=1
R00172,2025-08-01T15:22:00Z,A6,web,"C1 108,21",items=3; fee=+21.77; flag=T; adj=-13.95%
R00288,2025-08-11T14:59:26Z,A8,app,,flag=N; adj=+1.39%
R00170,2025-08-21T00:00:00Z,A3,email,C1 362.94,fee=-5.39; flag=U; adj=-3.30%
R00082,2025-10-05T10:00:00Z,A3,web,,items=0; fee=+140.31; flag=T
R00231,2025-04-11T05:50:00Z,A2,phone	,862.018,adj=-1.71%; fee=+27.14; flag=N; items=3
R00285,2025-08-11T09:25:00Z,A5,app,"51,96 C2",items=2; adj=-19.03%
R00289,2025-08-28T04:02:00Z,A5,email,,items=0; fee=+5.90; adj=-10.49%; WaIvE=true; flag=U
R00095,2025-08-19T00:00:00Z,A8,PHONE,C1 99.37,items=12; fee=-12.37; adj=+19.21%; flag=R
R00079,2025-11-07T12:37:52Z,A7,phone	, C1 23.58,WAIVE=TRUE; adj=-6.73%; flag=T; fee=+15.65; items=1
R00055,2025-11-14T22:18:00Z,A7,phone	,111.83 C1,items=5; flag=T
R00233,2025-10-06T00:00:00Z,A3,app,110.15,fee=-0.76; items=8; adj=+1.23%
R00085,2025-09-25T12:59:03Z,A7,phone	,148 ,items=0; fee=-3.23; adj=-6.27%
R00171,2025-10-03T00:00:00Z,A1,email,,items=3; fee=+45.86; WAIVE=TRUE; adj=+2.28%
R00124,2025-09-03T17:34:21Z,A7,phone, C1 148.64,items=1; adj=+6.88%
R00025,2025-10-04T07:24:00Z,A5,phone,"86,00C2",fee=-15.79; items=2
R00140,2025-10-22T22:46:18Z,A4,PHONE,110,fee=+9.99; items=2; flag=U; adj=+1.85%
R00178,2025-11-03T02:33:00Z,A7,Phone, 122,adj=+13.18%; flag=N; items=2; fee=+28.52
R00293,2025-08-20T22:40:00Z,A8,phone,"100,94 C2",
R00035,2025-10-14T08:19:00Z,A6,phone,59.79 C1,fee=+1.29; flag=U; adj=+2.31%; items=10
R00299,2025-08-31T12:22:00Z,A4,PHONE,171.79 C1,fee=-8.90; adj=+16.49%; flag=T; items=0
R00287,2025-08-18T00:02:00Z,A6,phone,C1117.23,items=4; adj=+14.44%; fee=+20.13
R00272,2025-11-03T05:51:00Z,A7,PHONE,C1 121.28,items=1; adj=+17.54%; flag=U; fee=+10.49
R00288,2025-12-15T13:45:06Z,A5,Phone,"73,45C2",items=10; flag=U
R00040,2025-11-06T08:00:00Z,A8,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00104,,A5,email, 144.28,adj=+9.21%; fee=+9.86; items=25
R00165,,A3,email, 142.560,items=1; flag=T; fee=-32.06; adj=+7.21%
R00092,2025-09-20T02:17:28Z,A5,phone,-C1 123.45,flag=R; items=6; adj=-12.91%
R00294,2025-09-16T15:59:41Z,A6,phone,85.09,adj=-14.25%; items=10; flag=U; fee=-17.48
R00104,2025-08-18T00:00:00Z,A1,phone	,,flag=S; items=2; fee=+5.61; adj=+0.65%; waive=true
R00197,2025-10-29T00:00:00Z,A6,phone,"75 , 04 C2",adj=-13.73%; fee=+21.11
R00005,2025-12-18T18:45:00Z,A2,web,C1 1.000,fee=-8.05; items=1; adj=-9.20%
R00087,2025-09-01T13:25:00Z,A4,phone, 43.954,adj=+0.93%; flag=T; fee=+11.98; items=2
R00082,2025-09-28T21:06:03Z,A2,web,"(-38,40 C2)",items=1; adj=+14.24%; flag=U; fee=+22.49
R00077,2025-10-15T17:01:42Z,A2,PHONE, 105.666,fee=+8.79; items=12; adj=-2.35%
R00085,2025-09-23T13:20:53Z,A5,phone,85 C2 ,adj=+2.07%; fee=-20.73; items=25
R00191,2025-09-17T21:54:34Z,A5,phone,"130,08 C2",adj=-18.69%; fee=-1.67
R00254,2025-09-13T12:52:00Z,A3,web,75.65,items=4; flag=R; adj=+9.00%; fee=-11.08
R00243,,A7,PHONE,C1 123.45 CR,items=12; adj=-6.72%; flag=T; fee=-14.46
R00231,2025-12-22T13:45:52Z,A1,phone, C1 95.89 ,adj=+4.97%; items=3; fee=-16.09; flag=S
R00071,2025-10-22T01:07:00Z,A2,phone,C1 73.32 CR,fee=-24.00; items=2; adj=-4.86%; WAIVE=TRUE
R00058,2025-09-06T09:45:42Z,A6,phone,C1 174,items=5; flag=N; adj=+1.78%
R00057,2025-12-06T02:14:04Z,A8,PHONE,C1 130,items=1; flag=N
R00119,2025-10-01T08:22:00Z,A6,phone	,C1 110,items=6; adj=+1.05%; flag=S; fee=+3.05
R00008,2025-10-21T00:00:00Z,A7,email,"C1 1,234.56",items=1; adj=-6.31%; fee=+8.90; flag=U
R00246,2025-09-25T21:53:00Z,A2,PHONE, 91.92 C1,flag=T; items=12; adj=+15.82%
R00173,2025-10-03T03:36:00Z,A1,Phone,180.25 ,flag=R; adj=+15.54%; items=4; fee=-12.67
R00183,2025-11-01T23:15:21Z,A5,phone,(C1 59.34,items=5; flag=N
R00156,2025-11-07T14:16:00Z,A1,app,123.12 C1,adj=+2.73%; fee=+4.73; items=3; flag=R
R00051,2025-08-15T19:19:00Z,A2,phone,102,WaIvE=true; flag=R; adj=-3.67%; items=10
R00047,2025-10-07T04:16:05Z,A8,PHONE, 88 C2,adj=+19.98%; fee=+6.82; flag=R; items=50
R00226,2025-09-22T02:40:00Z,A3,Phone, C1 120.86,fee=-43.50; adj=-19.55%; items=10
R00188,2025-11-24T13:25:33Z,A3, phone ,C1 198.54,items=8; fee=-20.97; adj=+0.95%
R00182,2025-11-15T09:30:48Z,A2,phone,81 ,fee=-21.72; flag=T; adj=-16.05%; items=3
R00235,2025-09-18T19:54:00Z,A4,PHONE,107.42 CR ,fee=+1.69; items=50; adj=+20.51%
R00291,2025-10-25T21:44:37Z,A5,PHONE,C1 499.41,fee=-39.35; adj=-8.52%; items=1; flag=S
R00213,2025-08-09T00:00:00Z,A6,app,160.88,items=8; fee=-0.26
R00206,2025-12-23T21:40:44Z,A8,app,C1 59 . 29,fee=-33.82; items=25
R00165,2025-10-01T21:48:06Z,A5,phone	,,fee=-22.75; flag=R; adj=+1.76%; items=6
R00252,2025-10-20T05:27:05Z,A1,phone,"C1 12,345",WaIvE=true; items=4; fee=+29.33; adj=+0.06%
R00271,2025-09-21T17:08:19Z,A1, phone ,175.008,WaIvE=true; adj=+14.87%; fee=-24.22
R00183,2025-11-01T02:21:38Z,A1,phone,CR C1 158.65,adj=+14.26%; fee=+14.80; items=3
R00286,2025-09-27T02:37:00Z,A3,phone	,65.97 C1,items=10; adj=+2.27%
R00167,2025-08-21T17:05:00Z,A2,Phone,"1.460,89 C2",adj=+2.85%; items=2; flag=R; fee=+1.75
R00150,2025-09-20T00:00:00Z,A3, phone ,"134,33 C2 ",items=8; adj=-0.32%; fee=-10.31
R00205,2025-11-04T21:03:04Z,A7,web, 111 C2,adj=-8.94%; flag=S; items=1; fee=+25.00
R00267,2025-11-02T07:39:00Z,A2,phone	, 78 C2,adj=+6.86%; items=6; fee=-37.24
R00262,2025-08-31T08:05:00Z,A4,Phone,C1 109.45,WAIVE=TRUE; adj=-5.02%; items=12; flag=N
R00187,2025-10-27T00:00:00Z,A4,PHONE,C1 137.82 ,fee=-15.32; adj=-12.92%; flag=S; items=4
R00218,2025-08-07T07:01:00Z,A2,app,C1 89.28,items=5; fee=-15.89; adj=-12.67%
R00201,2025-08-02T00:00:00Z,A3,phone, 73.25,fee=-18.39; flag=S; adj=+5.57%
R00107,2025-08-26T00:00:00Z,A1,phone,(C1 123.45),items=50; fee=+2.24; flag=N; adj=-1.82%
R00090,2025-10-18T14:12:00Z,A8,email,"223,79 C2",adj=-17.17%; items=1; flag=T; fee=-35.64
R00023,2025-09-02T00:00:00Z,A5,app,(C1 108.13),flag=N; items=50; adj=-17.93%; fee=-23.79
R00103,2025-08-02T00:00:00Z,A5,Phone," 93,59 C2",items=50; adj=+6.54%; flag=N
R00037,2025-10-06T02:34:39Z,A4, phone ,96.01C2,items=8; adj=-9.01%
R00281,2025-09-22T19:10:00Z,A3,phone, 60.50 C1,adj=-3.24%; fee=+10.22; flag=N; items=5
R00040,2025-09-07T09:06:18Z,A4,Phone, 112.04 C1,adj=-12.75%; items=4; flag=S; fee=-6.99
R00049,,A8,email,C1 137 ,fee=+12.84; items=2; flag=R; WaIvE=true; adj=-8.45%
R00153,2025-09-05T06:28:38Z,A3,Phone,"136 , 16 C2",fee=-19.56; adj=+1.50%; items=10
R00147,2025-03-11T13:58:00Z,A4,phone,,flag=T; adj=+2.54%; fee=+15.76; items=1
R00075,2025-09-09T18:37:00Z,A1,phone	,"C1 1,234.56",fee=+4.58; items=3; adj=+5.14%; flag=R
R00185,2025-11-18T02:04:46Z,A7,phone	,(124.288 ,adj=-7.86%; fee=-12.99; flag=T
R00265,2025-10-01T00:27:43Z,A4,email,70.872,flag=U; adj=-6.03%; items=10; fee=+5.70
R00059,2025-01-09T10:40:00Z,A1,phone,189 C2,adj=+4.79%; flag=T; items=2; fee=-21.11
R00273,2025-01-08T13:08:00Z,A4,email,12.345 C2,adj=+6.61%; flag=N
R00283,2025-12-22T14:20:26Z,A2,email,"83,55 C2",adj=+3.03%; items=5; fee=-7.08
R00002,2025-11-20T09:30:00Z,A8,email,,items=0; fee=-52.12; adj=-19.41%; flag=N
R00137,2025-03-09T02:33:00Z,A6,Phone,66.211,flag=U; items=2; adj=-8.62%; fee=-17.77
